Year,Month,Day,Hour,NSM,WeekStatus,Load_Type,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,CO2(tCO2),Usage_kWh,Day_Of_Week_Monday,Day_Of_Week_Saturday,Day_Of_Week_Sunday,Day_Of_Week_Thursday,Day_Of_Week_Tuesday,Day_Of_Week_Wednesday
2018,2,12,3,11700,1,0,3.42,0.0,73.53,100.0,0.0,3.71,1,0,0,0,0,0
2018,2,12,3,12600,1,0,4.43,0.0,69.48,100.0,0.0,4.28,1,0,0,0,0,0
2018,2,12,3,13500,1,0,4.54,0.0,75.89,100.0,0.0,5.29,1,0,0,0,0,0
2018,2,12,4,14400,1,0,3.85,0.0,72.65,100.0,0.0,4.07,1,0,0,0,0,0
2018,2,12,4,15300,1,0,3.28,0.0,74.56,100.0,0.0,3.67,1,0,0,0,0,0
2018,2,12,4,16200,1,0,4.57,0.0,69.6,100.0,0.0,4.43,1,0,0,0,0,0
2018,2,12,4,17100,1,0,3.92,0.0,72.28,100.0,0.0,4.1,1,0,0,0,0,0
2018,2,12,5,18000,1,0,3.02,0.0,76.96,100.0,0.0,3.64,1,0,0,0,0,0
2018,2,12,5,18900,1,0,3.53,0.0,74.05,100.0,0.0,3.89,1,0,0,0,0,0
2018,2,12,5,19800,1,0,4.43,0.0,70.15,100.0,0.0,4.36,1,0,0,0,0,0
2018,2,12,5,20700,1,0,3.53,0.0,74.98,100.0,0.0,4.0,1,0,0,0,0,0
2018,2,12,6,21600,1,0,2.95,0.0,77.35,100.0,0.0,3.6,1,0,0,0,0,0
2018,2,12,6,22500,1,0,3.67,0.0,73.68,100.0,0.0,4.0,1,0,0,0,0,0
2018,2,12,6,23400,1,0,4.21,0.0,71.94,100.0,0.0,4.36,1,0,0,0,0,0
2018,2,12,6,24300,1,0,4.39,0.0,71.27,100.0,0.0,4.46,1,0,0,0,0,0
2018,2,12,7,25200,1,0,5.04,0.0,64.73,100.0,0.0,4.28,1,0,0,0,0,0
2018,2,12,7,26100,1,0,4.72,0.0,65.94,100.0,0.0,4.14,1,0,0,0,0,0
2018,2,12,7,27000,1,0,5.04,0.0,72.66,100.0,0.0,5.33,1,0,0,0,0,0
2018,2,12,7,27900,1,0,4.75,0.0,79.0,100.0,0.0,6.12,1,0,0,0,0,0
2018,2,12,8,28800,1,0,3.96,0.0,87.82,100.0,0.0,7.27,1,0,0,0,0,0
2018,2,12,8,29700,1,0,23.36,0.0,82.77,100.0,0.02,34.45,1,0,0,0,0,0
2018,2,12,8,30600,1,0,60.7,0.0,84.88,100.0,0.04,97.45,1,0,0,0,0,0
2018,2,12,8,31500,1,0,64.48,0.0,85.82,100.0,0.05,107.78,1,0,0,0,0,0
2018,2,12,9,32400,1,0,57.6,0.0,91.31,100.0,0.06,128.99,1,0,0,0,0,0
2018,2,12,9,33300,1,1,39.31,0.0,93.79,100.0,0.05,106.31,1,0,0,0,0,0
2018,2,12,9,34200,1,1,44.53,0.0,92.25,100.0,0.05,106.42,1,0,0,0,0,0
2018,2,12,9,35100,1,1,56.12,0.0,91.96,100.0,0.06,131.33,1,0,0,0,0,0
2018,2,12,10,36000,1,1,48.31,0.0,92.25,100.0,0.05,115.49,1,0,0,0,0,0
2018,2,12,10,36900,1,2,57.13,0.0,91.3,100.0,0.06,127.87,1,0,0,0,0,0
2018,2,12,10,37800,1,2,61.45,0.0,90.92,100.0,0.06,134.21,1,0,0,0,0,0
2018,2,12,10,38700,1,2,21.49,0.0,96.39,100.0,0.04,77.8,1,0,0,0,0,0
2018,2,12,11,39600,1,2,25.13,0.0,94.67,100.0,0.03,73.84,1,0,0,0,0,0
2018,2,12,11,40500,1,2,45.86,0.0,88.81,100.0,0.04,88.63,1,0,0,0,0,0
2018,2,12,11,41400,1,2,54.29,0.0,89.14,100.0,0.05,106.78,1,0,0,0,0,0
2018,2,12,11,42300,1,2,51.91,0.0,84.97,100.0,0.04,83.66,1,0,0,0,0,0
2018,2,12,12,43200,1,2,52.81,0.0,82.69,100.0,0.04,77.65,1,0,0,0,0,0
2018,2,12,12,44100,1,1,3.74,19.04,97.22,63.18,0.01,15.52,1,0,0,0,0,0
2018,2,12,12,45000,1,1,0.0,26.21,100.0,34.33,0.0,9.58,1,0,0,0,0,0
2018,2,12,12,45900,1,1,0.0,26.03,100.0,34.63,0.0,9.61,1,0,0,0,0,0
2018,2,12,13,46800,1,1,0.0,26.1,100.0,33.88,0.0,9.4,1,0,0,0,0,0
2018,2,12,13,47700,1,1,23.98,3.2,93.49,99.87,0.03,63.18,1,0,0,0,0,0
2018,2,12,13,48600,1,1,36.14,0.0,92.9,100.0,0.04,90.72,1,0,0,0,0,0
2018,2,12,13,49500,1,1,54.18,0.0,92.13,100.0,0.06,128.34,1,0,0,0,0,0
2018,2,12,14,50400,1,1,46.94,0.0,91.25,100.0,0.05,104.69,1,0,0,0,0,0
2018,2,12,14,51300,1,1,22.0,0.0,94.86,100.0,0.03,65.92,1,0,0,0,0,0
2018,2,12,14,52200,1,1,13.61,0.0,97.16,100.0,0.03,55.91,1,0,0,0,0,0
2018,2,12,14,53100,1,1,11.63,0.0,97.56,100.0,0.02,51.73,1,0,0,0,0,0
2018,2,12,15,54000,1,1,5.62,0.04,99.33,100.0,0.02,48.46,1,0,0,0,0,0
2018,2,12,15,54900,1,1,16.67,0.04,96.85,100.0,0.03,64.84,1,0,0,0,0,0
2018,2,12,15,55800,1,1,15.37,0.04,96.72,100.0,0.03,58.5,1,0,0,0,0,0
2018,2,12,15,56700,1,1,6.66,0.29,99.17,100.0,0.02,51.52,1,0,0,0,0,0
2018,2,12,16,57600,1,1,21.49,0.07,95.56,100.0,0.03,69.66,1,0,0,0,0,0
2018,2,12,16,58500,1,1,3.42,0.76,99.77,99.99,0.02,50.0,1,0,0,0,0,0
2018,2,12,16,59400,1,1,4.93,1.19,99.53,99.97,0.02,50.9,1,0,0,0,0,0
2018,2,12,16,60300,1,1,8.68,0.43,98.99,100.0,0.03,60.62,1,0,0,0,0,0
2018,2,12,17,61200,1,1,22.14,0.04,95.02,100.0,0.03,67.5,1,0,0,0,0,0
2018,2,12,17,62100,1,2,17.93,0.0,95.7,100.0,0.03,59.15,1,0,0,0,0,0
2018,2,12,17,63000,1,2,21.53,0.0,95.17,100.0,0.03,66.71,1,0,0,0,0,0
2018,2,12,17,63900,1,2,16.56,0.0,96.69,100.0,0.03,62.71,1,0,0,0,0,0
2018,2,12,18,64800,1,2,11.52,0.18,97.65,100.0,0.02,52.24,1,0,0,0,0,0
2018,2,12,18,65700,1,2,14.04,0.18,94.92,100.0,0.02,42.34,1,0,0,0,0,0
2018,2,12,18,66600,1,2,11.27,0.0,95.65,100.0,0.02,36.94,1,0,0,0,0,0
2018,2,12,18,67500,1,2,2.63,8.53,99.7,96.98,0.02,33.91,1,0,0,0,0,0
2018,2,12,19,68400,1,2,0.0,12.42,100.0,92.81,0.01,30.96,1,0,0,0,0,0
2018,2,12,19,69300,1,2,0.04,10.4,100.0,95.13,0.01,32.08,1,0,0,0,0,0
2018,2,12,19,70200,1,2,0.04,8.53,100.0,97.17,0.02,35.06,1,0,0,0,0,0
2018,2,12,19,71100,1,2,0.0,8.68,100.0,97.03,0.02,34.81,1,0,0,0,0,0
2018,2,12,20,72000,1,2,0.0,8.6,100.0,97.08,0.02,34.78,1,0,0,0,0,0
2018,2,12,20,72900,1,1,0.0,8.71,100.0,97.01,0.02,34.81,1,0,0,0,0,0
2018,2,12,20,73800,1,1,0.32,7.02,100.0,98.17,0.02,36.14,1,0,0,0,0,0
2018,2,12,20,74700,1,1,0.04,8.46,100.0,97.18,0.02,34.85,1,0,0,0,0,0
2018,2,12,21,75600,1,1,0.0,8.42,100.0,97.21,0.02,34.92,1,0,0,0,0,0
2018,2,12,21,76500,1,1,0.0,7.96,100.0,97.5,0.02,34.96,1,0,0,0,0,0
2018,2,12,21,77400,1,1,0.0,7.81,100.0,97.61,0.02,35.06,1,0,0,0,0,0
2018,2,12,21,78300,1,1,0.0,7.63,100.0,97.73,0.02,35.17,1,0,0,0,0,0
2018,2,12,22,79200,1,1,0.0,7.56,100.0,97.73,0.02,34.85,1,0,0,0,0,0
2018,2,12,22,80100,1,2,9.07,4.39,96.36,99.11,0.01,32.69,1,0,0,0,0,0
2018,2,12,22,81000,1,2,23.69,0.0,81.37,100.0,0.02,33.16,1,0,0,0,0,0
2018,2,12,22,81900,1,2,23.76,0.0,81.46,100.0,0.02,33.37,1,0,0,0,0,0
2018,2,12,23,82800,1,2,23.04,0.0,82.0,100.0,0.02,33.01,1,0,0,0,0,0
2018,2,12,23,83700,1,0,23.44,0.0,82.17,100.0,0.02,33.8,1,0,0,0,0,0
2018,2,12,23,84600,1,0,25.85,0.0,80.46,100.0,0.02,35.03,1,0,0,0,0,0
2018,2,12,23,85500,1,0,33.84,0.0,86.27,100.0,0.03,57.74,1,0,0,0,0,0
2018,2,12,0,0,1,0,31.64,0.0,81.47,100.0,0.02,44.46,1,0,0,0,0,0
2018,2,13,0,900,1,0,36.65,0.0,83.05,100.0,0.03,54.65,0,0,0,0,1,0
2018,2,13,0,1800,1,0,32.22,0.0,77.65,100.0,0.02,39.71,0,0,0,0,1,0
2018,2,13,0,2700,1,0,32.98,0.0,75.9,100.0,0.02,38.45,0,0,0,0,1,0
2018,2,13,1,3600,1,0,40.9,0.0,83.2,100.0,0.03,61.34,0,0,0,0,1,0
2018,2,13,1,4500,1,0,47.56,0.0,88.96,100.0,0.04,92.63,0,0,0,0,1,0
2018,2,13,1,5400,1,0,43.7,0.0,87.69,100.0,0.04,79.74,0,0,0,0,1,0
2018,2,13,1,6300,1,0,17.21,0.0,74.76,100.0,0.01,19.37,0,0,0,0,1,0
2018,2,13,2,7200,1,0,10.98,0.0,64.43,100.0,0.0,9.25,0,0,0,0,1,0
2018,2,13,2,8100,1,0,6.16,0.0,69.83,100.0,0.0,6.01,0,0,0,0,1,0
2018,2,13,2,9000,1,0,5.94,0.0,72.15,100.0,0.0,6.19,0,0,0,0,1,0
2018,2,13,2,9900,1,0,6.12,0.0,69.89,100.0,0.0,5.98,0,0,0,0,1,0
2018,2,13,3,10800,1,0,6.12,0.0,70.07,100.0,0.0,6.01,0,0,0,0,1,0
2018,2,13,3,11700,1,0,6.05,0.0,70.3,100.0,0.0,5.98,0,0,0,0,1,0
2018,2,13,3,12600,1,0,5.76,0.0,72.2,100.0,0.0,6.01,0,0,0,0,1,0
2018,2,13,3,13500,1,0,5.87,0.0,71.13,100.0,0.0,5.94,0,0,0,0,1,0
2018,2,13,4,14400,1,0,5.8,0.0,71.31,100.0,0.0,5.9,0,0,0,0,1,0
2018,2,13,4,15300,1,0,5.69,0.0,71.98,100.0,0.0,5.9,0,0,0,0,1,0
2018,2,13,4,16200,1,0,6.08,0.0,69.88,100.0,0.0,5.94,0,0,0,0,1,0
2018,2,13,4,17100,1,0,5.65,0.0,72.46,100.0,0.0,5.94,0,0,0,0,1,0
2018,2,13,5,18000,1,0,5.62,0.0,68.54,100.0,0.0,5.29,0,0,0,0,1,0
2018,2,13,5,18900,1,0,5.51,0.0,65.06,100.0,0.0,4.72,0,0,0,0,1,0
2018,2,13,5,19800,1,0,5.44,0.0,66.08,100.0,0.0,4.79,0,0,0,0,1,0
2018,2,13,5,20700,1,0,5.47,0.0,65.88,100.0,0.0,4.79,0,0,0,0,1,0
2018,2,13,6,21600,1,0,5.36,0.0,66.32,100.0,0.0,4.75,0,0,0,0,1,0
2018,2,13,6,22500,1,0,5.15,0.0,67.8,100.0,0.0,4.75,0,0,0,0,1,0
2018,2,13,6,23400,1,0,5.4,0.0,66.05,100.0,0.0,4.75,0,0,0,0,1,0
2018,2,13,6,24300,1,0,5.51,0.0,65.29,100.0,0.0,4.75,0,0,0,0,1,0
2018,2,13,7,25200,1,0,5.44,0.0,66.08,100.0,0.0,4.79,0,0,0,0,1,0
2018,2,13,7,26100,1,0,5.29,0.0,66.26,100.0,0.0,4.68,0,0,0,0,1,0
2018,2,13,7,27000,1,0,5.04,0.0,79.25,100.0,0.0,6.55,0,0,0,0,1,0
2018,2,13,7,27900,1,0,4.97,0.0,85.35,100.0,0.0,8.14,0,0,0,0,1,0
2018,2,13,8,28800,1,0,3.92,0.0,89.78,100.0,0.0,7.99,0,0,0,0,1,0
2018,2,13,8,29700,1,0,27.97,0.0,82.26,100.0,0.02,40.46,0,0,0,0,1,0
2018,2,13,8,30600,1,0,49.75,0.0,84.34,100.0,0.04,78.08,0,0,0,0,1,0
2018,2,13,8,31500,1,0,45.86,0.0,84.49,100.0,0.03,72.43,0,0,0,0,1,0
2018,2,13,9,32400,1,0,14.8,0.0,96.77,100.0,0.03,56.84,0,0,0,0,1,0
2018,2,13,9,33300,1,1,12.82,0.0,98.33,100.0,0.03,69.23,0,0,0,0,1,0
2018,2,13,9,34200,1,1,23.72,0.0,96.83,100.0,0.04,91.98,0,0,0,0,1,0
2018,2,13,9,35100,1,1,11.66,0.0,98.68,100.0,0.03,71.17,0,0,0,0,1,0
2018,2,13,10,36000,1,1,8.86,0.0,98.8,100.0,0.03,56.56,0,0,0,0,1,0
2018,2,13,10,36900,1,2,17.1,0.0,96.57,100.0,0.03,63.58,0,0,0,0,1,0
2018,2,13,10,37800,1,2,14.98,0.0,97.08,100.0,0.03,60.66,0,0,0,0,1,0
2018,2,13,10,38700,1,2,14.11,0.0,97.33,100.0,0.03,59.8,0,0,0,0,1,0
2018,2,13,11,39600,1,2,14.8,0.0,97.63,100.0,0.03,66.82,0,0,0,0,1,0
2018,2,13,11,40500,1,2,44.21,0.0,90.74,100.0,0.04,95.44,0,0,0,0,1,0
2018,2,13,11,41400,1,2,55.51,0.0,90.42,100.0,0.05,117.54,0,0,0,0,1,0
2018,2,13,11,42300,1,2,51.8,0.0,90.79,100.0,0.05,112.21,0,0,0,0,1,0
2018,2,13,12,43200,1,2,47.2,0.0,90.0,100.0,0.04,97.45,0,0,0,0,1,0
2018,2,13,12,44100,1,1,3.49,19.87,98.64,72.56,0.01,20.95,0,0,0,0,1,0
2018,2,13,12,45000,1,1,0.0,26.28,100.0,34.0,0.0,9.5,0,0,0,0,1,0
2018,2,13,12,45900,1,1,0.0,25.67,100.0,35.06,0.0,9.61,0,0,0,0,1,0
2018,2,13,13,46800,1,1,0.0,25.74,100.0,34.98,0.0,9.61,0,0,0,0,1,0
2018,2,13,13,47700,1,1,22.21,5.36,95.93,99.75,0.03,75.49,0,0,0,0,1,0
2018,2,13,13,48600,1,1,40.5,0.0,95.13,100.0,0.06,125.03,0,0,0,0,1,0
2018,2,13,13,49500,1,1,23.51,0.0,97.05,100.0,0.04,94.57,0,0,0,0,1,0
2018,2,13,14,50400,1,1,36.43,0.0,95.95,100.0,0.06,124.09,0,0,0,0,1,0
2018,2,13,14,51300,1,1,28.76,0.0,95.58,100.0,0.04,93.49,0,0,0,0,1,0
2018,2,13,14,52200,1,1,31.07,0.0,95.08,100.0,0.04,95.4,0,0,0,0,1,0
2018,2,13,14,53100,1,1,32.8,0.0,95.95,100.0,0.05,111.67,0,0,0,0,1,0
2018,2,13,15,54000,1,1,23.98,0.0,97.26,100.0,0.05,100.37,0,0,0,0,1,0
2018,2,13,15,54900,1,1,19.48,0.0,97.13,100.0,0.04,79.52,0,0,0,0,1,0
2018,2,13,15,55800,1,1,12.78,0.0,97.38,100.0,0.03,54.72,0,0,0,0,1,0
2018,2,13,15,56700,1,1,35.17,0.0,95.35,100.0,0.05,111.28,0,0,0,0,1,0
2018,2,13,16,57600,1,1,38.84,0.0,95.16,100.0,0.06,120.24,0,0,0,0,1,0
2018,2,13,16,58500,1,1,18.36,0.0,97.18,100.0,0.03,75.64,0,0,0,0,1,0
2018,2,13,16,59400,1,1,27.25,0.0,97.08,100.0,0.05,110.34,0,0,0,0,1,0
2018,2,13,16,60300,1,1,23.15,0.5,97.47,100.0,0.05,100.98,0,0,0,0,1,0
2018,2,13,17,61200,1,1,13.39,0.61,98.91,100.0,0.04,90.14,0,0,0,0,1,0
2018,2,13,17,62100,1,2,11.52,0.14,99.3,100.0,0.04,96.84,0,0,0,0,1,0
2018,2,13,17,63000,1,2,9.0,0.79,99.32,99.99,0.04,76.9,0,0,0,0,1,0
2018,2,13,17,63900,1,2,10.8,0.43,99.28,100.0,0.04,89.35,0,0,0,0,1,0
2018,2,13,18,64800,1,2,13.14,0.32,99.08,100.0,0.04,96.08,0,0,0,0,1,0
2018,2,13,18,65700,1,2,18.36,0.0,96.27,100.0,0.03,65.34,0,0,0,0,1,0
2018,2,13,18,66600,1,2,20.05,0.0,95.46,100.0,0.03,64.22,0,0,0,0,1,0
2018,2,13,18,67500,1,2,14.9,0.11,98.68,100.0,0.04,90.86,0,0,0,0,1,0
2018,2,13,19,68400,1,2,9.18,1.84,99.35,99.97,0.04,79.85,0,0,0,0,1,0
2018,2,13,19,69300,1,2,1.15,3.53,99.97,99.74,0.02,49.21,0,0,0,0,1,0
2018,2,13,19,70200,1,2,8.53,1.73,99.37,99.97,0.03,75.89,0,0,0,0,1,0
2018,2,13,19,71100,1,2,11.74,0.04,99.24,100.0,0.04,94.82,0,0,0,0,1,0
2018,2,13,20,72000,1,2,5.11,3.24,99.68,99.87,0.03,63.54,0,0,0,0,1,0
2018,2,13,20,72900,1,1,9.07,1.4,99.36,99.98,0.04,79.99,0,0,0,0,1,0
2018,2,13,20,73800,1,1,12.92,0.0,99.11,100.0,0.04,95.98,0,0,0,0,1,0
2018,2,13,20,74700,1,1,0.79,4.21,99.98,99.46,0.02,40.5,0,0,0,0,1,0
2018,2,13,21,75600,1,1,0.61,4.03,99.99,99.41,0.02,37.08,0,0,0,0,1,0
2018,2,13,21,76500,1,1,1.19,2.7,99.96,99.77,0.02,39.78,0,0,0,0,1,0
2018,2,13,21,77400,1,1,14.29,0.18,98.85,100.0,0.04,93.35,0,0,0,0,1,0
2018,2,13,21,78300,1,1,1.01,4.72,99.97,99.33,0.02,40.64,0,0,0,0,1,0
2018,2,13,22,79200,1,1,2.84,3.35,99.82,99.76,0.02,47.92,0,0,0,0,1,0
2018,2,13,22,80100,1,2,10.37,3.28,95.95,99.57,0.02,35.32,0,0,0,0,1,0
2018,2,13,22,81000,1,2,27.5,0.0,80.07,100.0,0.02,36.76,0,0,0,0,1,0
2018,2,13,22,81900,1,2,29.48,0.0,78.19,100.0,0.02,36.97,0,0,0,0,1,0
2018,2,13,23,82800,1,2,26.06,0.0,81.25,100.0,0.02,36.32,0,0,0,0,1,0
2018,2,13,23,83700,1,0,26.06,0.0,81.31,100.0,0.02,36.4,0,0,0,0,1,0
2018,2,13,23,84600,1,0,25.16,0.0,82.13,100.0,0.02,36.22,0,0,0,0,1,0
2018,2,13,23,85500,1,0,25.56,0.0,81.18,100.0,0.02,35.53,0,0,0,0,1,0
2018,2,13,0,0,1,0,23.62,0.0,82.51,100.0,0.02,34.49,0,0,0,0,1,0
2018,2,14,0,900,1,0,26.82,0.0,80.65,100.0,0.02,36.58,0,0,0,0,0,1
2018,2,14,0,1800,1,0,35.86,0.0,86.25,100.0,0.03,61.13,0,0,0,0,0,1
2018,2,14,0,2700,1,0,32.04,0.0,86.22,100.0,0.03,54.54,0,0,0,0,0,1
2018,2,14,1,3600,1,0,41.54,0.0,90.15,100.0,0.04,86.51,0,0,0,0,0,1
2018,2,14,1,4500,1,0,20.38,0.0,85.29,100.0,0.02,33.3,0,0,0,0,0,1
2018,2,14,1,5400,1,0,9.47,0.0,80.89,100.0,0.01,13.03,0,0,0,0,0,1
2018,2,14,1,6300,1,0,5.76,0.0,69.58,100.0,0.0,5.58,0,0,0,0,0,1
2018,2,14,2,7200,1,0,5.44,0.0,72.04,100.0,0.0,5.65,0,0,0,0,0,1
2018,2,14,2,8100,1,0,5.33,0.0,70.24,100.0,0.0,5.26,0,0,0,0,0,1
2018,2,14,2,9000,1,0,5.51,0.0,68.28,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,2,9900,1,0,5.18,0.0,70.23,100.0,0.0,5.11,0,0,0,0,0,1
2018,2,14,3,10800,1,0,5.29,0.0,69.76,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,3,11700,1,0,5.4,0.0,69.5,100.0,0.0,5.22,0,0,0,0,0,1
2018,2,14,3,12600,1,0,5.29,0.0,69.76,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,3,13500,1,0,5.26,0.0,69.68,100.0,0.0,5.11,0,0,0,0,0,1
2018,2,14,4,14400,1,0,5.11,0.0,70.99,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,4,15300,1,0,5.04,0.0,71.47,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,4,16200,1,0,5.08,0.0,71.19,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,4,17100,1,0,4.97,0.0,71.69,100.0,0.0,5.11,0,0,0,0,0,1
2018,2,14,5,18000,1,0,4.82,0.0,72.54,100.0,0.0,5.08,0,0,0,0,0,1
2018,2,14,5,18900,1,0,4.86,0.0,72.73,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,5,19800,1,0,5.08,0.0,71.67,100.0,0.0,5.22,0,0,0,0,0,1
2018,2,14,5,20700,1,0,5.18,0.0,70.51,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,6,21600,1,0,5.22,0.0,70.23,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,6,22500,1,0,5.29,0.0,69.76,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,6,23400,1,0,5.76,0.0,66.65,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,6,24300,1,0,5.94,0.0,66.3,100.0,0.0,5.26,0,0,0,0,0,1
2018,2,14,7,25200,1,0,5.65,0.0,67.36,100.0,0.0,5.15,0,0,0,0,0,1
2018,2,14,7,26100,1,0,5.65,0.0,66.86,100.0,0.0,5.08,0,0,0,0,0,1
2018,2,14,7,27000,1,0,5.29,0.0,62.0,100.0,0.0,4.18,0,0,0,0,0,1
2018,2,14,7,27900,1,0,5.18,0.0,74.58,100.0,0.0,5.8,0,0,0,0,0,1
2018,2,14,8,28800,1,0,4.43,0.0,79.97,100.0,0.0,5.9,0,0,0,0,0,1
2018,2,14,8,29700,1,0,4.03,0.0,81.61,100.0,0.0,5.69,0,0,0,0,0,1
2018,2,14,8,30600,1,0,3.74,0.0,83.25,100.0,0.0,5.62,0,0,0,0,0,1
2018,2,14,8,31500,1,0,3.31,0.36,81.87,99.71,0.0,4.72,0,0,0,0,0,1
2018,2,14,9,32400,1,0,0.0,22.18,100.0,21.11,0.0,4.79,0,0,0,0,0,1
2018,2,14,9,33300,1,0,0.0,27.76,100.0,16.87,0.0,4.75,0,0,0,0,0,1
2018,2,14,9,34200,1,0,0.0,27.47,100.0,17.04,0.0,4.75,0,0,0,0,0,1
2018,2,14,9,35100,1,0,0.0,27.43,100.0,16.82,0.0,4.68,0,0,0,0,0,1
2018,2,14,10,36000,1,0,0.0,27.61,100.0,18.71,0.0,5.26,0,0,0,0,0,1
2018,2,14,10,36900,1,0,0.0,27.43,100.0,18.31,0.0,5.11,0,0,0,0,0,1
2018,2,14,10,37800,1,0,0.0,27.4,100.0,18.71,0.0,5.22,0,0,0,0,0,1
2018,2,14,10,38700,1,0,0.0,18.72,100.0,18.88,0.0,3.6,0,0,0,0,0,1
2018,2,14,11,39600,1,0,0.0,17.82,100.0,19.22,0.0,3.49,0,0,0,0,0,1
2018,2,14,11,40500,1,0,0.0,6.84,100.0,44.72,0.0,3.42,0,0,0,0,0,1
2018,2,14,11,41400,1,0,0.0,6.12,100.0,46.79,0.0,3.24,0,0,0,0,0,1
2018,2,14,11,42300,1,0,0.0,8.03,100.0,42.96,0.0,3.82,0,0,0,0,0,1
2018,2,14,12,43200,1,0,0.0,5.98,100.0,46.37,0.0,3.13,0,0,0,0,0,1
2018,2,14,12,44100,1,0,0.0,13.97,100.0,23.06,0.0,3.31,0,0,0,0,0,1
2018,2,14,12,45000,1,0,0.0,24.7,100.0,16.1,0.0,4.03,0,0,0,0,0,1
2018,2,14,12,45900,1,0,0.0,19.84,100.0,18.19,0.0,3.67,0,0,0,0,0,1
2018,2,14,13,46800,1,0,0.0,17.17,100.0,19.53,0.0,3.42,0,0,0,0,0,1
2018,2,14,13,47700,1,0,0.0,17.39,100.0,18.7,0.0,3.31,0,0,0,0,0,1
2018,2,14,13,48600,1,0,0.0,17.64,100.0,18.66,0.0,3.35,0,0,0,0,0,1
2018,2,14,13,49500,1,0,0.0,20.77,100.0,16.76,0.0,3.53,0,0,0,0,0,1
2018,2,14,14,50400,1,0,0.0,27.11,100.0,15.24,0.0,4.18,0,0,0,0,0,1
2018,2,14,14,51300,1,0,0.0,22.57,100.0,16.05,0.0,3.67,0,0,0,0,0,1
2018,2,14,14,52200,1,0,0.0,17.82,100.0,17.89,0.0,3.24,0,0,0,0,0,1
2018,2,14,14,53100,1,0,0.0,22.72,100.0,16.71,0.0,3.85,0,0,0,0,0,1
2018,2,14,15,54000,1,0,0.0,24.41,100.0,15.86,0.0,3.92,0,0,0,0,0,1
2018,2,14,15,54900,1,0,0.0,17.42,100.0,18.88,0.0,3.35,0,0,0,0,0,1
2018,2,14,15,55800,1,0,0.0,17.53,100.0,18.55,0.0,3.31,0,0,0,0,0,1
2018,2,14,15,56700,1,0,0.0,17.35,100.0,18.96,0.0,3.35,0,0,0,0,0,1
2018,2,14,16,57600,1,0,0.0,17.14,100.0,19.57,0.0,3.42,0,0,0,0,0,1
2018,2,14,16,58500,1,0,0.0,16.99,100.0,19.73,0.0,3.42,0,0,0,0,0,1
2018,2,14,16,59400,1,0,0.0,16.96,100.0,19.77,0.0,3.42,0,0,0,0,0,1
2018,2,14,16,60300,1,0,0.0,16.92,100.0,19.81,0.0,3.42,0,0,0,0,0,1
2018,2,14,17,61200,1,0,0.0,16.88,100.0,20.08,0.0,3.46,0,0,0,0,0,1
2018,2,14,17,62100,1,0,0.0,25.38,100.0,16.36,0.0,4.21,0,0,0,0,0,1
2018,2,14,17,63000,1,0,0.0,19.91,100.0,18.65,0.0,3.78,0,0,0,0,0,1
2018,2,14,17,63900,1,0,0.0,16.6,100.0,20.57,0.0,3.49,0,0,0,0,0,1
2018,2,14,18,64800,1,0,0.0,23.87,100.0,17.37,0.0,4.21,0,0,0,0,0,1
2018,2,14,18,65700,1,0,0.0,6.62,100.0,48.49,0.0,3.67,0,0,0,0,0,1
2018,2,14,18,66600,1,0,0.0,4.86,100.0,56.75,0.0,3.35,0,0,0,0,0,1
2018,2,14,18,67500,1,0,0.0,14.29,100.0,23.28,0.0,3.42,0,0,0,0,0,1
2018,2,14,19,68400,1,0,0.0,16.99,100.0,20.12,0.0,3.49,0,0,0,0,0,1
2018,2,14,19,69300,1,0,0.0,16.92,100.0,20.03,0.0,3.46,0,0,0,0,0,1
2018,2,14,19,70200,1,0,0.0,18.58,100.0,19.58,0.0,3.71,0,0,0,0,0,1
2018,2,14,19,71100,1,0,0.0,25.78,100.0,16.27,0.0,4.25,0,0,0,0,0,1
2018,2,14,20,72000,1,0,0.0,18.79,100.0,19.02,0.0,3.64,0,0,0,0,0,1
2018,2,14,20,72900,1,0,0.0,16.85,100.0,20.5,0.0,3.53,0,0,0,0,0,1
2018,2,14,20,73800,1,0,0.0,16.81,100.0,20.33,0.0,3.49,0,0,0,0,0,1
2018,2,14,20,74700,1,0,0.0,16.92,100.0,20.42,0.0,3.53,0,0,0,0,0,1
2018,2,14,21,75600,1,0,0.0,25.42,100.0,16.9,0.0,4.36,0,0,0,0,0,1
2018,2,14,21,76500,1,0,0.0,21.82,100.0,18.03,0.0,4.0,0,0,0,0,0,1
