Date,Year,Month,WeekStatus,Day_Of_Week,NSM,Load_Type,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,CO2(tCO2),Usage_kWh,Hour
2018-01-27,2018,1,0,Saturday,46800,1,0.0,25.27,100.0,21.3,0.0,5.51,13
2018-01-27,2018,1,0,Saturday,47700,1,0.04,17.53,100.0,67.04,0.01,15.84,13
2018-01-27,2018,1,0,Saturday,48600,1,0.0,10.12,100.0,94.01,0.01,27.9,13
2018-01-27,2018,1,0,Saturday,49500,1,0.0,10.37,100.0,94.31,0.01,29.41,13
2018-01-27,2018,1,0,Saturday,50400,1,0.0,10.37,100.0,93.89,0.01,28.3,14
2018-01-27,2018,1,0,Saturday,51300,1,0.0,8.46,100.0,95.98,0.01,28.91,14
2018-01-27,2018,1,0,Saturday,52200,1,0.0,8.32,100.0,96.07,0.01,28.8,14
2018-01-27,2018,1,0,Saturday,53100,1,0.0,8.39,100.0,95.88,0.01,28.3,14
2018-01-27,2018,1,0,Saturday,54000,1,0.07,7.6,100.0,96.64,0.01,28.58,15
2018-01-27,2018,1,0,Saturday,54900,1,1.84,4.28,99.84,99.13,0.01,32.15,15
2018-01-27,2018,1,0,Saturday,55800,1,2.41,0.47,99.77,99.99,0.02,35.53,15
2018-01-27,2018,1,0,Saturday,56700,1,2.41,0.61,99.76,99.98,0.02,34.92,15
2018-01-27,2018,1,0,Saturday,57600,1,2.3,0.72,99.77,99.98,0.02,34.2,16
2018-01-27,2018,1,0,Saturday,58500,1,1.98,0.79,99.83,99.97,0.02,33.73,16
2018-01-27,2018,1,0,Saturday,59400,1,0.18,12.92,100.0,86.05,0.01,21.82,16
2018-01-27,2018,1,0,Saturday,60300,1,0.0,25.27,100.0,28.8,0.0,7.6,16
2018-01-27,2018,1,0,Saturday,61200,1,0.0,25.49,100.0,27.95,0.0,7.42,17
2018-01-27,2018,1,0,Saturday,62100,2,0.0,25.56,100.0,25.6,0.0,6.77,17
2018-01-27,2018,1,0,Saturday,63000,2,0.0,25.56,100.0,24.32,0.0,6.41,17
2018-01-27,2018,1,0,Saturday,63900,2,0.0,25.45,100.0,24.42,0.0,6.41,17
2018-01-27,2018,1,0,Saturday,64800,2,0.0,25.56,100.0,24.43,0.0,6.44,18
2018-01-27,2018,1,0,Saturday,65700,2,0.0,9.58,100.0,54.7,0.0,6.26,18
2018-01-27,2018,1,0,Saturday,66600,2,0.0,8.53,100.0,57.85,0.0,6.05,18
2018-01-27,2018,1,0,Saturday,67500,2,0.0,22.28,100.0,27.05,0.0,6.26,18
2018-01-27,2018,1,0,Saturday,68400,2,0.0,26.21,100.0,23.62,0.0,6.37,19
2018-01-27,2018,1,0,Saturday,69300,2,0.0,26.21,100.0,23.37,0.0,6.3,19
2018-01-27,2018,1,0,Saturday,70200,2,0.0,26.14,100.0,23.82,0.0,6.41,19
2018-01-27,2018,1,0,Saturday,71100,2,0.0,26.06,100.0,23.64,0.0,6.34,19
2018-01-27,2018,1,0,Saturday,72000,2,0.0,26.1,100.0,20.76,0.0,5.54,20
2018-01-27,2018,1,0,Saturday,72900,1,0.0,22.64,100.0,20.99,0.0,4.86,20
2018-01-27,2018,1,0,Saturday,73800,1,0.0,17.1,100.0,25.08,0.0,4.43,20
2018-01-27,2018,1,0,Saturday,74700,1,0.0,17.17,100.0,24.77,0.0,4.39,20
2018-01-27,2018,1,0,Saturday,75600,1,0.0,17.1,100.0,24.71,0.0,4.36,21
2018-01-27,2018,1,0,Saturday,76500,1,0.0,16.99,100.0,25.23,0.0,4.43,21
2018-01-27,2018,1,0,Saturday,77400,1,0.0,16.92,100.0,25.33,0.0,4.43,21
2018-01-27,2018,1,0,Saturday,78300,1,0.0,16.92,100.0,25.49,0.0,4.46,21
2018-01-27,2018,1,0,Saturday,79200,1,0.0,16.96,100.0,25.27,0.0,4.43,22
2018-01-27,2018,1,0,Saturday,80100,2,1.51,10.01,94.3,39.31,0.0,4.28,22
2018-01-27,2018,1,0,Saturday,81000,2,5.33,0.0,65.42,100.0,0.0,4.61,22
2018-01-27,2018,1,0,Saturday,81900,2,6.34,0.0,69.04,100.0,0.0,6.05,22
2018-01-27,2018,1,0,Saturday,82800,2,5.65,0.0,65.52,100.0,0.0,4.9,23
2018-01-27,2018,1,0,Saturday,83700,0,3.92,0.0,72.03,100.0,0.0,4.07,23
2018-01-27,2018,1,0,Saturday,84600,0,3.74,0.0,73.3,100.0,0.0,4.03,23
2018-01-27,2018,1,0,Saturday,85500,0,4.0,0.0,71.32,100.0,0.0,4.07,23
2018-01-27,2018,1,0,Saturday,0,0,4.03,0.0,71.66,100.0,0.0,4.14,0
2018-01-28,2018,1,0,Sunday,900,0,3.89,0.0,72.54,100.0,0.0,4.1,0
2018-01-28,2018,1,0,Sunday,1800,0,4.18,0.0,70.02,100.0,0.0,4.1,0
2018-01-28,2018,1,0,Sunday,2700,0,4.21,0.0,69.77,100.0,0.0,4.1,0
2018-01-28,2018,1,0,Sunday,3600,0,4.28,0.0,69.53,100.0,0.0,4.14,1
2018-01-28,2018,1,0,Sunday,4500,0,5.08,0.0,66.31,100.0,0.0,4.5,1
2018-01-28,2018,1,0,Sunday,5400,0,6.3,0.0,61.08,100.0,0.0,4.86,1
2018-01-28,2018,1,0,Sunday,6300,0,5.0,0.0,65.72,100.0,0.0,4.36,1
2018-01-28,2018,1,0,Sunday,7200,0,4.39,0.0,68.96,100.0,0.0,4.18,2
2018-01-28,2018,1,0,Sunday,8100,0,4.54,0.0,67.38,100.0,0.0,4.14,2
2018-01-28,2018,1,0,Sunday,9000,0,4.5,0.0,68.32,100.0,0.0,4.21,2
2018-01-28,2018,1,0,Sunday,9900,0,4.61,0.0,67.43,100.0,0.0,4.21,2
2018-01-28,2018,1,0,Sunday,10800,0,6.59,0.0,59.9,100.0,0.0,4.93,3
2018-01-28,2018,1,0,Sunday,11700,0,4.82,0.0,65.78,100.0,0.0,4.21,3
2018-01-28,2018,1,0,Sunday,12600,0,4.79,0.0,66.02,100.0,0.0,4.21,3
2018-01-28,2018,1,0,Sunday,13500,0,4.79,0.0,66.63,100.0,0.0,4.28,3
2018-01-28,2018,1,0,Sunday,14400,0,4.64,0.0,66.93,100.0,0.0,4.18,4
2018-01-28,2018,1,0,Sunday,15300,0,6.66,0.0,58.95,100.0,0.0,4.86,4
2018-01-28,2018,1,0,Sunday,16200,0,5.94,0.0,62.21,100.0,0.0,4.72,4
2018-01-28,2018,1,0,Sunday,17100,0,4.61,0.0,67.17,100.0,0.0,4.18,4
2018-01-28,2018,1,0,Sunday,18000,0,4.61,0.0,67.43,100.0,0.0,4.21,5
2018-01-28,2018,1,0,Sunday,18900,0,4.43,0.0,68.63,100.0,0.0,4.18,5
2018-01-28,2018,1,0,Sunday,19800,0,6.12,0.0,61.63,100.0,0.0,4.79,5
2018-01-28,2018,1,0,Sunday,20700,0,5.51,0.0,64.17,100.0,0.0,4.61,5
2018-01-28,2018,1,0,Sunday,21600,0,4.64,0.0,66.93,100.0,0.0,4.18,6
2018-01-28,2018,1,0,Sunday,22500,0,4.75,0.0,66.68,100.0,0.0,4.25,6
2018-01-28,2018,1,0,Sunday,23400,0,4.72,0.0,66.3,100.0,0.0,4.18,6
2018-01-28,2018,1,0,Sunday,24300,0,4.79,0.0,65.75,100.0,0.0,4.18,6
2018-01-28,2018,1,0,Sunday,25200,0,4.9,0.0,65.17,100.0,0.0,4.21,7
2018-01-28,2018,1,0,Sunday,26100,0,7.02,0.0,57.24,100.0,0.0,4.9,7
2018-01-28,2018,1,0,Sunday,27000,0,6.3,0.0,59.96,100.0,0.0,4.72,7
2018-01-28,2018,1,0,Sunday,27900,0,5.29,0.0,62.63,100.0,0.0,4.25,7
2018-01-28,2018,1,0,Sunday,28800,0,5.04,0.0,63.84,100.0,0.0,4.18,8
2018-01-28,2018,1,0,Sunday,29700,0,5.29,0.0,62.63,100.0,0.0,4.25,8
2018-01-28,2018,1,0,Sunday,30600,0,8.86,0.0,69.82,100.0,0.0,8.64,8
2018-01-28,2018,1,0,Sunday,31500,0,8.42,0.22,81.99,99.98,0.01,12.06,8
2018-01-28,2018,1,0,Sunday,32400,0,0.0,17.21,100.0,54.03,0.01,11.05,9
2018-01-28,2018,1,0,Sunday,33300,1,0.07,13.82,100.0,85.82,0.01,23.11,9
2018-01-28,2018,1,0,Sunday,34200,1,0.0,10.3,100.0,93.95,0.01,28.26,9
2018-01-28,2018,1,0,Sunday,35100,1,0.9,6.34,99.96,98.16,0.01,32.58,9
2018-01-28,2018,1,0,Sunday,36000,1,1.51,1.98,99.91,99.85,0.02,35.64,10
2018-01-28,2018,1,0,Sunday,36900,2,0.0,10.73,100.0,93.4,0.01,28.04,10
2018-01-28,2018,1,0,Sunday,37800,2,0.0,10.84,100.0,93.19,0.01,27.86,10
2018-01-28,2018,1,0,Sunday,38700,2,0.0,10.8,100.0,93.24,0.01,27.86,10
2018-01-28,2018,1,0,Sunday,39600,2,0.0,10.8,100.0,93.24,0.01,27.86,11
2018-01-28,2018,1,0,Sunday,40500,2,11.23,0.65,94.13,99.98,0.01,31.32,11
2018-01-28,2018,1,0,Sunday,41400,2,17.6,0.0,88.89,100.0,0.02,34.16,11
2018-01-28,2018,1,0,Sunday,42300,2,9.25,0.0,95.03,100.0,0.01,28.22,11
2018-01-28,2018,1,0,Sunday,43200,2,8.75,0.0,95.48,100.0,0.01,28.12,12
2018-01-28,2018,1,0,Sunday,44100,1,0.9,17.96,99.44,42.61,0.0,8.46,12
2018-01-28,2018,1,0,Sunday,45000,1,0.0,23.83,100.0,27.74,0.0,6.88,12
2018-01-28,2018,1,0,Sunday,45900,1,0.0,23.87,100.0,30.45,0.0,7.63,12
2018-01-28,2018,1,0,Sunday,46800,1,0.0,23.9,100.0,26.58,0.0,6.59,13
2018-01-28,2018,1,0,Sunday,47700,1,0.0,24.12,100.0,25.68,0.0,6.41,13
2018-01-28,2018,1,0,Sunday,48600,1,0.0,24.23,100.0,27.02,0.0,6.8,13
2018-01-28,2018,1,0,Sunday,49500,1,0.04,22.54,100.0,38.98,0.0,9.54,13
2018-01-28,2018,1,0,Sunday,50400,1,0.04,8.71,100.0,95.64,0.01,28.51,14
2018-01-28,2018,1,0,Sunday,51300,1,0.86,2.74,99.96,99.6,0.01,30.49,14
2018-01-28,2018,1,0,Sunday,52200,1,0.83,2.77,99.96,99.58,0.01,30.13,14
2018-01-28,2018,1,0,Sunday,53100,1,0.79,2.88,99.97,99.55,0.01,30.13,14
2018-01-28,2018,1,0,Sunday,54000,1,0.79,2.81,99.97,99.57,0.01,30.06,15
2018-01-28,2018,1,0,Sunday,54900,1,0.83,2.7,99.96,99.6,0.01,29.99,15
2018-01-28,2018,1,0,Sunday,55800,1,0.94,2.66,99.95,99.61,0.01,30.1,15
2018-01-28,2018,1,0,Sunday,56700,1,1.37,2.38,99.9,99.69,0.01,30.24,15
2018-01-28,2018,1,0,Sunday,57600,1,1.26,2.38,99.92,99.7,0.01,30.78,16
2018-01-28,2018,1,0,Sunday,58500,1,1.8,1.98,99.84,99.81,0.01,32.04,16
2018-01-28,2018,1,0,Sunday,59400,1,0.79,2.81,99.97,99.6,0.01,31.18,16
2018-01-28,2018,1,0,Sunday,60300,1,1.4,2.56,99.89,99.65,0.01,30.35,16
2018-01-28,2018,1,0,Sunday,61200,1,1.3,2.63,99.91,99.62,0.01,30.13,17
2018-01-28,2018,1,0,Sunday,62100,2,1.01,2.74,99.94,99.59,0.01,30.2,17
2018-01-28,2018,1,0,Sunday,63000,2,1.19,2.63,99.92,99.63,0.01,30.46,17
2018-01-28,2018,1,0,Sunday,63900,2,0.32,11.16,99.99,86.97,0.01,19.66,17
2018-01-28,2018,1,0,Sunday,64800,2,0.0,26.39,100.0,23.71,0.0,6.44,18
2018-01-28,2018,1,0,Sunday,65700,2,0.0,10.37,100.0,52.34,0.0,6.37,18
2018-01-28,2018,1,0,Sunday,66600,2,0.0,9.0,100.0,56.23,0.0,6.12,18
2018-01-28,2018,1,0,Sunday,67500,2,0.0,22.82,100.0,26.89,0.0,6.37,18
2018-01-28,2018,1,0,Sunday,68400,2,0.0,26.71,100.0,23.34,0.0,6.41,19
2018-01-28,2018,1,0,Sunday,69300,2,0.0,26.71,100.0,22.96,0.0,6.3,19
2018-01-28,2018,1,0,Sunday,70200,2,0.0,26.68,100.0,23.22,0.0,6.37,19
2018-01-28,2018,1,0,Sunday,71100,2,0.0,26.71,100.0,23.09,0.0,6.34,19
2018-01-28,2018,1,0,Sunday,72000,2,0.0,26.71,100.0,23.2,0.0,6.37,20
2018-01-28,2018,1,0,Sunday,72900,1,0.0,26.78,100.0,22.9,0.0,6.3,20
2018-01-28,2018,1,0,Sunday,73800,1,0.0,26.86,100.0,22.84,0.0,6.3,20
2018-01-28,2018,1,0,Sunday,74700,1,0.0,26.75,100.0,23.06,0.0,6.34,20
2018-01-28,2018,1,0,Sunday,75600,1,0.0,26.78,100.0,23.14,0.0,6.37,21
2018-01-28,2018,1,0,Sunday,76500,1,0.0,26.78,100.0,23.04,0.0,6.34,21
2018-01-28,2018,1,0,Sunday,77400,1,0.0,26.78,100.0,22.9,0.0,6.3,21
2018-01-28,2018,1,0,Sunday,78300,1,0.0,26.96,100.0,19.78,0.0,5.44,21
2018-01-28,2018,1,0,Sunday,79200,1,0.0,24.59,100.0,19.66,0.0,4.93,22
2018-01-28,2018,1,0,Sunday,80100,2,1.19,10.33,96.35,38.28,0.0,4.28,22
2018-01-28,2018,1,0,Sunday,81000,2,3.28,0.0,77.56,100.0,0.0,4.03,22
2018-01-28,2018,1,0,Sunday,81900,2,3.17,0.0,78.37,100.0,0.0,4.0,22
2018-01-28,2018,1,0,Sunday,82800,2,2.99,0.0,80.1,100.0,0.0,4.0,23
2018-01-28,2018,1,0,Sunday,83700,0,3.28,0.0,77.86,100.0,0.0,4.07,23
2018-01-28,2018,1,0,Sunday,84600,0,4.03,0.0,72.24,100.0,0.0,4.21,23
2018-01-28,2018,1,0,Sunday,85500,0,4.07,0.0,71.31,100.0,0.0,4.14,23
2018-01-28,2018,1,0,Sunday,0,0,5.0,0.0,67.79,100.0,0.0,4.61,0
2018-01-29,2018,1,1,Monday,900,0,5.9,0.0,66.55,100.0,0.0,5.26,0
2018-01-29,2018,1,1,Monday,1800,0,6.01,0.0,63.96,100.0,0.0,5.0,0
2018-01-29,2018,1,1,Monday,2700,0,4.68,0.0,68.16,100.0,0.0,4.36,0
2018-01-29,2018,1,1,Monday,3600,0,4.18,0.0,70.71,100.0,0.0,4.18,1
2018-01-29,2018,1,1,Monday,4500,0,4.18,0.0,70.96,100.0,0.0,4.21,1
2018-01-29,2018,1,1,Monday,5400,0,4.18,0.0,70.71,100.0,0.0,4.18,1
2018-01-29,2018,1,1,Monday,6300,0,4.03,0.0,72.24,100.0,0.0,4.21,1
2018-01-29,2018,1,1,Monday,7200,0,4.21,0.0,70.46,100.0,0.0,4.18,2
2018-01-29,2018,1,1,Monday,8100,0,4.21,0.0,70.46,100.0,0.0,4.18,2
2018-01-29,2018,1,1,Monday,9000,0,4.28,0.0,69.87,100.0,0.0,4.18,2
2018-01-29,2018,1,1,Monday,9900,0,5.18,0.0,67.04,100.0,0.0,4.68,2
2018-01-29,2018,1,1,Monday,10800,0,5.9,0.0,67.52,100.0,0.0,5.4,3
2018-01-29,2018,1,1,Monday,11700,0,5.72,0.0,63.89,100.0,0.0,4.75,3
2018-01-29,2018,1,1,Monday,12600,0,4.46,0.0,68.99,100.0,0.0,4.25,3
2018-01-29,2018,1,1,Monday,13500,0,4.18,0.0,70.71,100.0,0.0,4.18,3
2018-01-29,2018,1,1,Monday,14400,0,4.0,0.0,72.5,100.0,0.0,4.21,4
2018-01-29,2018,1,1,Monday,15300,0,4.0,0.0,71.92,100.0,0.0,4.14,4
2018-01-29,2018,1,1,Monday,16200,0,4.0,0.0,71.92,100.0,0.0,4.14,4
2018-01-29,2018,1,1,Monday,17100,0,3.92,0.0,72.61,100.0,0.0,4.14,4
2018-01-29,2018,1,1,Monday,18000,0,4.21,0.0,71.29,100.0,0.0,4.28,5
2018-01-29,2018,1,1,Monday,18900,0,5.54,0.0,67.29,100.0,0.0,5.04,5
2018-01-29,2018,1,1,Monday,19800,0,4.14,0.0,71.63,100.0,0.0,4.25,5
2018-01-29,2018,1,1,Monday,20700,0,5.22,0.0,67.61,100.0,0.0,4.79,5
2018-01-29,2018,1,1,Monday,21600,0,5.54,0.0,65.64,100.0,0.0,4.82,6
2018-01-29,2018,1,1,Monday,22500,0,3.92,0.0,72.94,100.0,0.0,4.18,6
2018-01-29,2018,1,1,Monday,23400,0,3.89,0.0,73.2,100.0,0.0,4.18,6
2018-01-29,2018,1,1,Monday,24300,0,3.96,0.0,72.6,100.0,0.0,4.18,6
2018-01-29,2018,1,1,Monday,25200,0,4.1,0.0,71.39,100.0,0.0,4.18,7
2018-01-29,2018,1,1,Monday,26100,0,4.07,0.0,70.97,100.0,0.0,4.1,7
2018-01-29,2018,1,1,Monday,27000,0,4.68,0.0,71.01,100.0,0.0,4.72,7
2018-01-29,2018,1,1,Monday,27900,0,5.0,0.0,74.89,100.0,0.0,5.65,7
2018-01-29,2018,1,1,Monday,28800,0,4.39,0.0,87.36,100.0,0.0,7.88,8
2018-01-29,2018,1,1,Monday,29700,0,11.05,0.0,86.58,100.0,0.01,19.12,8
2018-01-29,2018,1,1,Monday,30600,0,28.98,0.0,85.5,100.0,0.02,47.77,8
2018-01-29,2018,1,1,Monday,31500,0,34.31,0.0,82.85,100.0,0.02,50.76,8
2018-01-29,2018,1,1,Monday,32400,0,15.23,0.11,96.46,100.0,0.03,55.73,9
2018-01-29,2018,1,1,Monday,33300,1,3.96,1.01,99.7,99.98,0.02,51.26,9
2018-01-29,2018,1,1,Monday,34200,1,7.6,0.22,99.0,100.0,0.02,53.21,9
2018-01-29,2018,1,1,Monday,35100,1,13.25,0.0,97.96,100.0,0.03,64.62,9
2018-01-29,2018,1,1,Monday,36000,1,19.4,0.0,97.12,100.0,0.04,79.02,10
2018-01-29,2018,1,1,Monday,36900,2,19.91,0.0,95.32,100.0,0.03,62.78,10
2018-01-29,2018,1,1,Monday,37800,2,13.0,0.0,97.5,100.0,0.03,57.06,10
2018-01-29,2018,1,1,Monday,38700,2,17.57,0.0,95.86,100.0,0.03,59.18,10
2018-01-29,2018,1,1,Monday,39600,2,26.39,0.0,93.76,100.0,0.03,71.14,11
2018-01-29,2018,1,1,Monday,40500,2,56.41,0.0,84.99,100.0,0.04,90.97,11
2018-01-29,2018,1,1,Monday,41400,2,49.07,0.0,84.78,100.0,0.04,78.44,11
2018-01-29,2018,1,1,Monday,42300,2,75.96,0.0,87.87,100.0,0.06,139.79,11
2018-01-29,2018,1,1,Monday,43200,2,55.19,0.0,91.2,100.0,0.06,122.72,12
2018-01-29,2018,1,1,Monday,44100,1,4.82,19.33,97.48,73.67,0.01,21.06,12
2018-01-29,2018,1,1,Monday,45000,1,0.0,25.88,100.0,36.07,0.0,10.01,12
2018-01-29,2018,1,1,Monday,45900,1,0.0,24.84,100.0,38.52,0.0,10.37,12
2018-01-29,2018,1,1,Monday,46800,1,0.0,24.95,100.0,35.35,0.0,9.43,13
2018-01-29,2018,1,1,Monday,47700,1,29.84,3.56,92.23,99.88,0.03,71.21,13
2018-01-29,2018,1,1,Monday,48600,1,43.13,0.0,91.1,100.0,0.04,95.29,13
2018-01-29,2018,1,1,Monday,49500,1,49.03,0.0,92.73,100.0,0.06,121.5,13
2018-01-29,2018,1,1,Monday,50400,1,46.44,0.0,92.95,100.0,0.05,117.07,14
2018-01-29,2018,1,1,Monday,51300,1,47.12,0.0,93.53,100.0,0.06,124.52,14
2018-01-29,2018,1,1,Monday,52200,1,50.11,0.0,91.65,100.0,0.05,114.84,14
2018-01-29,2018,1,1,Monday,53100,1,32.29,0.0,94.91,100.0,0.04,97.27,14
2018-01-29,2018,1,1,Monday,54000,1,47.66,0.0,93.85,100.0,0.06,129.56,15
2018-01-29,2018,1,1,Monday,54900,1,31.9,0.0,96.15,100.0,0.05,111.56,15
2018-01-29,2018,1,1,Monday,55800,1,16.78,0.0,97.39,100.0,0.03,71.93,15
2018-01-29,2018,1,1,Monday,56700,1,26.57,0.0,96.45,100.0,0.04,97.09,15
2018-01-29,2018,1,1,Monday,57600,1,31.54,0.0,96.09,100.0,0.05,109.48,16
2018-01-29,2018,1,1,Monday,58500,1,22.21,0.0,96.64,100.0,0.04,83.45,16
2018-01-29,2018,1,1,Monday,59400,1,34.09,0.0,94.89,100.0,0.05,102.46,16
2018-01-29,2018,1,1,Monday,60300,1,46.58,0.0,94.07,100.0,0.06,129.13,16
2018-01-29,2018,1,1,Monday,61200,1,44.5,0.0,94.34,100.0,0.06,126.61,17
2018-01-29,2018,1,1,Monday,62100,2,51.3,0.0,91.64,100.0,0.05,117.43,17
2018-01-29,2018,1,1,Monday,63000,2,56.09,0.0,93.07,100.0,0.07,142.67,17
2018-01-29,2018,1,1,Monday,63900,2,7.45,0.65,99.42,100.0,0.03,68.62,17
2018-01-29,2018,1,1,Monday,64800,2,21.82,0.0,98.12,100.0,0.05,111.06,18
2018-01-29,2018,1,1,Monday,65700,2,49.39,0.0,89.24,100.0,0.04,97.7,18
2018-01-29,2018,1,1,Monday,66600,2,52.09,0.0,86.45,100.0,0.04,89.6,18
2018-01-29,2018,1,1,Monday,67500,2,63.4,0.0,90.89,100.0,0.06,138.2,18
2018-01-29,2018,1,1,Monday,68400,2,52.85,0.0,92.36,100.0,0.06,127.33,19
2018-01-29,2018,1,1,Monday,69300,2,39.17,0.0,91.66,100.0,0.04,89.82,19
2018-01-29,2018,1,1,Monday,70200,2,60.48,0.0,91.45,100.0,0.06,136.73,19
2018-01-29,2018,1,1,Monday,71100,2,40.5,0.0,93.66,100.0,0.05,108.22,19
2018-01-29,2018,1,1,Monday,72000,2,30.56,0.0,92.49,100.0,0.03,74.34,20
2018-01-29,2018,1,1,Monday,72900,1,58.93,0.0,92.43,100.0,0.07,142.7,20
2018-01-29,2018,1,1,Monday,73800,1,42.26,0.0,92.73,100.0,0.05,104.72,20
2018-01-29,2018,1,1,Monday,74700,1,23.65,0.0,94.18,100.0,0.03,66.24,20
2018-01-29,2018,1,1,Monday,75600,1,17.78,0.0,97.78,100.0,0.04,82.98,21
2018-01-29,2018,1,1,Monday,76500,1,17.03,0.0,98.4,100.0,0.04,94.07,21
2018-01-29,2018,1,1,Monday,77400,1,14.04,0.0,98.69,100.0,0.04,86.04,21
2018-01-29,2018,1,1,Monday,78300,1,2.38,2.02,99.87,99.91,0.02,46.8,21
2018-01-29,2018,1,1,Monday,79200,1,8.86,0.86,99.12,99.99,0.03,66.35,22
2018-01-29,2018,1,1,Monday,80100,2,19.04,0.0,94.74,100.0,0.03,56.38,22
2018-01-29,2018,1,1,Monday,81000,2,36.43,0.0,77.38,100.0,0.02,44.5,22
2018-01-29,2018,1,1,Monday,81900,2,46.87,0.0,88.86,100.0,0.04,90.79,22
2018-01-29,2018,1,1,Monday,82800,2,42.23,0.0,88.67,100.0,0.04,81.0,23
2018-01-29,2018,1,1,Monday,83700,0,42.23,0.0,89.39,100.0,0.04,84.2,23
2018-01-29,2018,1,1,Monday,84600,0,47.99,0.0,89.9,100.0,0.05,98.5,23
2018-01-29,2018,1,1,Monday,85500,0,31.97,0.0,85.47,100.0,0.02,52.63,23
2018-01-29,2018,1,1,Monday,0,0,30.56,0.0,83.04,100.0,0.02,45.54,0
2018-01-30,2018,1,1,Tuesday,900,0,36.94,0.0,83.43,100.0,0.03,55.91,0
2018-01-30,2018,1,1,Tuesday,1800,0,50.44,0.0,89.42,100.0,0.05,100.73,0
2018-01-30,2018,1,1,Tuesday,2700,0,39.89,0.0,88.01,100.0,0.03,73.94,0
2018-01-30,2018,1,1,Tuesday,3600,0,49.36,0.0,89.49,100.0,0.05,98.96,1
2018-01-30,2018,1,1,Tuesday,4500,0,39.92,0.0,88.37,100.0,0.03,75.38,1
2018-01-30,2018,1,1,Tuesday,5400,0,19.98,0.0,76.2,100.0,0.01,23.51,1
2018-01-30,2018,1,1,Tuesday,6300,0,7.67,0.0,70.39,100.0,0.0,7.6,1
2018-01-30,2018,1,1,Tuesday,7200,0,6.37,0.0,78.19,100.0,0.0,7.99,2
2018-01-30,2018,1,1,Tuesday,8100,0,5.54,0.0,78.97,100.0,0.0,7.13,2
2018-01-30,2018,1,1,Tuesday,9000,0,5.26,0.0,74.47,100.0,0.0,5.87,2
2018-01-30,2018,1,1,Tuesday,9900,0,5.29,0.0,73.65,100.0,0.0,5.76,2
2018-01-30,2018,1,1,Tuesday,10800,0,5.36,0.0,73.44,100.0,0.0,5.8,3
2018-01-30,2018,1,1,Tuesday,11700,0,5.72,0.0,71.38,100.0,0.0,5.83,3
2018-01-30,2018,1,1,Tuesday,12600,0,5.36,0.0,73.85,100.0,0.0,5.87,3
2018-01-30,2018,1,1,Tuesday,13500,0,5.33,0.0,73.4,100.0,0.0,5.76,3
2018-01-30,2018,1,1,Tuesday,14400,0,5.44,0.0,72.94,100.0,0.0,5.8,4
2018-01-30,2018,1,1,Tuesday,15300,0,5.29,0.0,66.26,100.0,0.0,4.68,4
2018-01-30,2018,1,1,Tuesday,16200,0,4.54,0.0,68.34,100.0,0.0,4.25,4
2018-01-30,2018,1,1,Tuesday,17100,0,3.78,0.0,72.68,100.0,0.0,4.0,4
2018-01-30,2018,1,1,Tuesday,18000,0,3.74,0.0,72.35,100.0,0.0,3.92,5
2018-01-30,2018,1,1,Tuesday,18900,0,3.67,0.0,73.0,100.0,0.0,3.92,5
2018-01-30,2018,1,1,Tuesday,19800,0,3.64,0.0,73.28,100.0,0.0,3.92,5
2018-01-30,2018,1,1,Tuesday,20700,0,3.74,0.0,73.04,100.0,0.0,4.0,5
2018-01-30,2018,1,1,Tuesday,21600,0,3.89,0.0,71.69,100.0,0.0,4.0,6
2018-01-30,2018,1,1,Tuesday,22500,0,5.29,0.0,66.58,100.0,0.0,4.72,6
2018-01-30,2018,1,1,Tuesday,23400,0,5.29,0.0,69.96,100.0,0.0,5.18,6
2018-01-30,2018,1,1,Tuesday,24300,0,4.75,0.0,67.62,100.0,0.0,4.36,6
2018-01-30,2018,1,1,Tuesday,25200,0,3.96,0.0,71.07,100.0,0.0,4.0,7
2018-01-30,2018,1,1,Tuesday,26100,0,3.78,0.0,71.72,100.0,0.0,3.89,7
2018-01-30,2018,1,1,Tuesday,27000,0,4.28,0.0,75.97,100.0,0.0,5.0,7
2018-01-30,2018,1,1,Tuesday,27900,0,5.54,0.0,81.17,100.0,0.0,7.7,7
2018-01-30,2018,1,1,Tuesday,28800,0,4.64,0.0,90.18,100.0,0.0,9.68,8
2018-01-30,2018,1,1,Tuesday,29700,0,24.73,0.0,83.77,100.0,0.02,37.94,8
2018-01-30,2018,1,1,Tuesday,30600,0,41.8,0.0,77.87,100.0,0.02,51.88,8
2018-01-30,2018,1,1,Tuesday,31500,0,38.95,0.0,80.05,100.0,0.02,52.02,8
2018-01-30,2018,1,1,Tuesday,32400,0,26.35,0.0,94.65,100.0,0.04,77.26,9
2018-01-30,2018,1,1,Tuesday,33300,1,29.81,0.0,96.0,100.0,0.05,102.17,9
2018-01-30,2018,1,1,Tuesday,34200,1,27.79,0.0,96.24,100.0,0.05,98.46,9
2018-01-30,2018,1,1,Tuesday,35100,1,40.32,0.0,94.74,100.0,0.05,119.3,9
2018-01-30,2018,1,1,Tuesday,36000,1,28.94,0.0,95.51,100.0,0.04,93.24,10
2018-01-30,2018,1,1,Tuesday,36900,2,39.46,0.0,95.13,100.0,0.06,121.82,10
